text,aspect,polarity,label
"Even though the restaurant was packed, we were seated promptly and even asked for a table upstairs with no problems.",table,positive,0
"As I made the title, it's an affordable restaurant for great taste.",taste,positive,0
"Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).",Food,positive,0
"A narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees.",counter,negative,1
Succulent steaks cooked precisely to your desired 'doneness' accompanied by salads and sides that don't look like leafy road kill.,salads,positive,0
"Though the Spider Roll may look like a challenge to eat, with soft shell crab hanging out of the roll, it is well worth the price you pay for them.",price,positive,0
"It is set far from the small street it's on, and there is no traffic noise.",traffic noise,positive,0
"Great food, great lay out and awesome service.",service,positive,0
This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,place,positive,0
Will have to return to try the chocolate!,chocolate,positive,0
Great for large groups and celebrations - our SUPER HAPPY waiter was the entertainment of the evening.,waiter,positive,0
I went to DF for Valentines Day dinner.,Valentines Day dinner,neutral,2
"The staff was very attentive, the ambience lovely, and the food superb.",ambience,positive,0
"The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY.",flour,positive,0
They are served with a free appetizer and the portions are perfect for lunch.,appetizer,positive,0
"If the omakase is to showcase technique and variety, serving almost 40% of items BBQ-ed and a spicy tuna roll wrapped with not-so-fresh nori seems to be a rather limp performance.",serving,neutral,2
"Sake collection was excellent (Try Nanbu Bijin), but pricy.",Sake collection,conflict,3
"The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.",bathroom,negative,1
"Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.",Sea Urchin,neutral,2
"The food is good, especially their more basic dishes, and the drinks are delicious.",drinks,positive,0
I ate clams oreganta and spectacular salad with perfectly marinated cucumbers and tomatoes with lots of shrimp and basil.,salad with perfectly marinated cucumbers and tomatoes with lots of shrimp and basil,positive,0
"But don't ever order bacon late at nite (either platter or in sandwiches, for that matter don't from any take out place) as it is from the morning frying turns out hard almost like bacos, hurt my molars.",bacos,negative,1
I went there for lunch and it was not as good as I expected from the reviews I read.,lunch,neutral,2
"If you love wine and cheese and delicious french fare, you'll love Artisanal!",cheese,positive,0
Try the Times Square cocktail -- ginger lemonade with vodka (also available without vodka.),Times Square cocktail,positive,0
The all-Italian staff is warm and engaging from the start.,staff,positive,0
"It is far more popular as a bar than as a restaurant, with only a few tables and the waiter being the bartender, but we greatly enjoyed the unobtrusive atmosphere.",atmosphere,positive,0
"My goodness, everything from the fish to the rice to the seaweed was absolutely amazing.",seaweed,positive,0
"Always a nice crowd, but never loud.",crowd,positive,0
"The food is great, service is ok.",service,neutral,2
Any if you have a reservation you'll wait for max 5 minutes - so have a drink at the bar.,reservation,positive,0
I went with 5 friends and we lingered at the table for a bit and didn't feel rushed at all even though there was a wait.,table,neutral,2
Definite go if you're used to good Indian restaurant food from abroad.,Indian restaurant food,positive,0
Pair you food with the excellent beers on tap or their well priced wine list.,priced,positive,0
"Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.",assortment of fish,neutral,2
"The pesto pizza was excellent, thin-crust pizza with a nice amount of spicy Italian cheese that I'd never heard of before.",thin-crust pizza,positive,0
"From the appetizers we ate, the dim sum and other variety of foods, it was impossible to criticize the food.",foods,positive,0
Deliveries often take up to an hour and the prices are higher than most other pizzerias in the area.,prices,negative,1
"When we notified him that he didn't mention the specials, he didn't apologize but let us know that we made a very good decision regardless.",specials,neutral,2
"Only wine and beer are served, but the house varities are actually quite good.",served,negative,1
"The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative.",dim sum atmosphere,neutral,2
The server was really cool and served us our food and drinks with a smile.,food,neutral,2
Went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.,reservation sigh,neutral,2
"Great food, great decor, great service.",decor,positive,0
"All the appetizers and salads were fabulous, the steak was mouth watering and the pasta was delicious!!!",pasta,positive,0
"Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables.",Quality of food,positive,0
The only problem is that the manager is a complete incompetent.,manager,negative,1
but the service was a bit slow.,service,negative,1
Be careful of portions - they're HUGE.,portions,positive,0
"Granted the space is smaller than most, it is the best service you will find in even the largest of restaurants.",space,negative,1
I've been to several places for Dim Sum and this has got to be the WORST.,Dim Sum,negative,1
